id,title,abstract,categories,authors,keywords,topic,combined_text
705.4628,Blackbody radiation in \kappa-Minkowski spacetime,"  We have computed the black body radiation spectra in $\kappa-$Minkowski
space-time, using the quantum mechanical picture of massless scalar particles
as well as effective quantum field theory picture. The black body radiation
depends on how the field theory (and thus how the $\kappa-$Poincar\'e algebra)
handles the ordering effect of the noncommutative space-time. In addition,
there exists a natural momentum cut-off of the order $\kappa$, beyond which a
new real mode takes its shape from a complex mode and the old real mode flows
out to be a new complex mode. However, the new high momentum real mode should
not be physical since its contributions to the black-body radiation spoils the
commutative limit.
",hep-th,Hyeong-Chan Kim; Chaiho Rim; and Jae Hyung Yee,mode; body; radiation; real; black,9,"Blackbody radiation in \kappa-Minkowski spacetime   We have computed the black body radiation spectra in $\kappa-$Minkowski
space-time, using the quantum mechanical picture of massless scalar particles
as well as effective quantum field theory picture. The black body radiation
depends on how the field theory (and thus how the $\kappa-$Poincar\'e algebra)
handles the ordering effect of the noncommutative space-time. In addition,
there exists a natural momentum cut-off of the order $\kappa$, beyond which a
new real mode takes its shape from a complex mode and the old real mode flows
out to be a new complex mode. However, the new high momentum real mode should
not be physical since its contributions to the black-body radiation spoils the
commutative limit.
"
705.4641,"Equations of general relativistic radiation hydrodynamics in Kerr
  space-time","  Equations of fully general relativistic radiation hydrodynamics in Kerr
space-time are derived. While the interactions between matter and radiation are
introduced in the comoving frame, the derivatives used when describing the
global evolutions of both the matter and the radiation are given in the
Boyer-Lindquist frame (BLF) which is a frame fixed to the coordinate describing
the central black hole. Around a rotating black hole, both the matter and the
radiation are influenced by the frame-dragging effects due to the black hole's
rotation. As a fixed frame, we use the locally non-rotating reference frame
(LNRF) which is one of the orthonormal frame. While the special relativistic
effects such as beaming effects are introduced by the Lorentz transformation
connecting the comoving frame and the LNRF, the general relativistic effects
such as frame-dragging and gravitational redshift are introduced by the tetrads
connecting the LNRF and the BLF.
",astro-ph,Rohta Takahashi,frame; radiation; effects; relativistic; introduced,9,"Equations of general relativistic radiation hydrodynamics in Kerr
  space-time   Equations of fully general relativistic radiation hydrodynamics in Kerr
space-time are derived. While the interactions between matter and radiation are
introduced in the comoving frame, the derivatives used when describing the
global evolutions of both the matter and the radiation are given in the
Boyer-Lindquist frame (BLF) which is a frame fixed to the coordinate describing
the central black hole. Around a rotating black hole, both the matter and the
radiation are influenced by the frame-dragging effects due to the black hole's
rotation. As a fixed frame, we use the locally non-rotating reference frame
(LNRF) which is one of the orthonormal frame. While the special relativistic
effects such as beaming effects are introduced by the Lorentz transformation
connecting the comoving frame and the LNRF, the general relativistic effects
such as frame-dragging and gravitational redshift are introduced by the tetrads
connecting the LNRF and the BLF.
"
705.4668,"Quantum Noise in Differential-type Gravitational-wave Interferometer and
  Signal Recycling","  There exists the standard quantum limit (SQL), derived from Heisenberg's
uncertainty relation, in the sensitivity of laser interferometer
gravitational-wave detectors. However, in the context of a full
quantum-mechanical approach, SQL can be overcome using the correlation of shot
noise and radiation-pressure noise. So far, signal recycling, which is one of
the methods to overcome SQL, is considered only in a recombined-type
interferometer such as Advanced-LIGO, LCGT, and GEO600. In this paper, we
investigated quantum noise and the possibility of signal recycling in a
differential-type interferometer. As a result, we found that signal recycling
is possible and creates at most three dips in the sensitivity curve of the
detector. Then, taking advantage of the third additional dip and comparing the
sensitivity of a differential-type interferometer with that of a
next-generation Japanese GW interferometer, LCGT, we found that SNR of inspiral
binary is improved by a factor of 1.43 for neutron star binary, 2.28 for 50
M_sun black hole binary, and 2.94 for 100 M_sun black hole binary. We also
found that power recycling to increase laser power is possible in our
signal-recycling configuration of a detector.
",gr-qc,Atsushi Nishizawa; Seiji Kawamura and Masa-aki Sakagami,binary; signal; sensitivity; noise; laser,9,"Quantum Noise in Differential-type Gravitational-wave Interferometer and
  Signal Recycling   There exists the standard quantum limit (SQL), derived from Heisenberg's
uncertainty relation, in the sensitivity of laser interferometer
gravitational-wave detectors. However, in the context of a full
quantum-mechanical approach, SQL can be overcome using the correlation of shot
noise and radiation-pressure noise. So far, signal recycling, which is one of
the methods to overcome SQL, is considered only in a recombined-type
interferometer such as Advanced-LIGO, LCGT, and GEO600. In this paper, we
investigated quantum noise and the possibility of signal recycling in a
differential-type interferometer. As a result, we found that signal recycling
is possible and creates at most three dips in the sensitivity curve of the
detector. Then, taking advantage of the third additional dip and comparing the
sensitivity of a differential-type interferometer with that of a
next-generation Japanese GW interferometer, LCGT, we found that SNR of inspiral
binary is improved by a factor of 1.43 for neutron star binary, 2.28 for 50
M_sun black hole binary, and 2.94 for 100 M_sun black hole binary. We also
found that power recycling to increase laser power is possible in our
signal-recycling configuration of a detector.
"
706.0021,Quantum Fields with Noncommutative Target Spaces,"  Quantum field theories (QFT's) on noncommutative spacetimes are currently
under intensive study. Usually such theories have world sheet noncommutativity.
In the present work, instead, we study QFT's with commutative world sheet and
noncommutative target space. Such noncommutativity can be interpreted in terms
of twisted statistics and is related to earlier work of Oeckl [1], and others
[2,3,4,5,6,7,8]. The twisted spectra of their free Hamiltonians has been found
earlier by Carmona et al [9,10]. We review their derivation and then compute
the partition function of one such typical theory. It leads to a deformed black
body spectrum, which is analysed in detail. The difference between the usual
and the deformed black body spectrum appears in the region of high frequencies.
Therefore we expect that the deformed black body radiation may potentially be
used to compute a GZK cut-off which will depend on the noncommutative parameter
$\theta$.
",hep-th; astro-ph; gr-qc; hep-ph; math.QA,"A. P. Balachandran; A. R. Queiroz; A. M. Marques and P.
  Teotonio-Sobrinho",body; black; world; earlier; theories,9,"Quantum Fields with Noncommutative Target Spaces   Quantum field theories (QFT's) on noncommutative spacetimes are currently
under intensive study. Usually such theories have world sheet noncommutativity.
In the present work, instead, we study QFT's with commutative world sheet and
noncommutative target space. Such noncommutativity can be interpreted in terms
of twisted statistics and is related to earlier work of Oeckl [1], and others
[2,3,4,5,6,7,8]. The twisted spectra of their free Hamiltonians has been found
earlier by Carmona et al [9,10]. We review their derivation and then compute
the partition function of one such typical theory. It leads to a deformed black
body spectrum, which is analysed in detail. The difference between the usual
and the deformed black body spectrum appears in the region of high frequencies.
Therefore we expect that the deformed black body radiation may potentially be
used to compute a GZK cut-off which will depend on the noncommutative parameter
$\theta$.
"
706.0074,"Gemini Observations of Disks and Jets in Young Stellar Objects and in
  Active Galaxies","  We present first results from the Near-infrared Integral Field Spectrograph
(NIFS) located at Gemini North. For the active galaxies Cygnus A and Perseus A
we observe rotationally-supported accretion disks and adduce the existence of
massive central black holes and estimate their masses. In Cygnus A we also see
remarkable high-excitation ionization cones dominated by photoionization from
the central engine. In the T-Tauri stars HV Tau C and DG Tau we see
highly-collimated bipolar outflows in the [Fe II] 1.644 micron line, surrounded
by a slower molecular bipolar outflow seen in the H_2 lines, in accordance with
the model advocated by Pyo et al. (2002).
",astro-ph,"Peter McGregor; Michael Dopita; Ralph Sutherland; Tracy Beck and
  Thaisa Storchi-Bergmann; ",tau; central; disks; fe; excitation,9,"Gemini Observations of Disks and Jets in Young Stellar Objects and in
  Active Galaxies   We present first results from the Near-infrared Integral Field Spectrograph
(NIFS) located at Gemini North. For the active galaxies Cygnus A and Perseus A
we observe rotationally-supported accretion disks and adduce the existence of
massive central black holes and estimate their masses. In Cygnus A we also see
remarkable high-excitation ionization cones dominated by photoionization from
the central engine. In the T-Tauri stars HV Tau C and DG Tau we see
highly-collimated bipolar outflows in the [Fe II] 1.644 micron line, surrounded
by a slower molecular bipolar outflow seen in the H_2 lines, in accordance with
the model advocated by Pyo et al. (2002).
"
706.0105,Numerical approach to low-doping regime of the t-J model,"  We develop an efficient numerical method for the description of a single-hole
motion in the antiferromagnetic background. The method is free of finite-size
effects and allows calculation of physical properties at an arbitrary
wavevector. Methodical increase of the functional space leads to results that
are valid in the thermodynamic limit. We found good agreement with cumulant
expansion, exact- diagonalization approaches on finite lattices as well as
self-consistent Born approximations. The method allows a straightforward
addition of other inelastic degrees of freedom, such as lattice effects. Our
results confirm the existence of a finite quasiparticle weight near the band
minimum for a single hole and the existence of string-like peaks in the
single-hole spectral function.
",cond-mat.str-el; cond-mat.supr-con,J. Bonca; S. Maekawa; and T. Tohyama,hole; single; finite; method; allows,9,"Numerical approach to low-doping regime of the t-J model   We develop an efficient numerical method for the description of a single-hole
motion in the antiferromagnetic background. The method is free of finite-size
effects and allows calculation of physical properties at an arbitrary
wavevector. Methodical increase of the functional space leads to results that
are valid in the thermodynamic limit. We found good agreement with cumulant
expansion, exact- diagonalization approaches on finite lattices as well as
self-consistent Born approximations. The method allows a straightforward
addition of other inelastic degrees of freedom, such as lattice effects. Our
results confirm the existence of a finite quasiparticle weight near the band
minimum for a single hole and the existence of string-like peaks in the
single-hole spectral function.
"
706.0109,"Spin-Polarized Tunneling as a probe of (Ga,Mn)As electronic properties","  We present magnetic and tunnel transport properties of
(Ga,Mn)As/(In,Ga)As/(Ga,Mn)As structure before and after adequate annealing
procedure. The conjugate increase of magnetization and tunnel magnetoresistance
obtained after annealing is shown to be associated to the increase of both
exchange energy $\Delta$$_{exch}$ and hole concentration by reduction of the Mn
interstitial atom in the top magnetic electrode. Through a 6x6 band k.p model,
we established general phase diagrams of tunneling magnetoresistance (TMR) and
tunneling anisotropic magnetoresistance (TAMR) \textit{vs.} (Ga,Mn)As Fermi
energy (E$_F$) and spin-splitting parameter (B$_G$). This allows to give a
rough estimation of the exchange energy $\Delta$$_{exch}$=6B$_G$$\simeq$120 meV
and hole concentration p$\simeq1.10^{20}$cm$^{-3}$ of (Ga,Mn)As and beyond
gives the general trend of TMR and TAMR \textit{vs.} the selected hole band
involved in the tunneling transport.
",cond-mat.mtrl-sci,"M.Elsen; H. Jaffres; R. Mattana; L. Thevenard; A. Lemaitre and J.-M.
  George",tunneling; hole; exchange; increase; delta,9,"Spin-Polarized Tunneling as a probe of (Ga,Mn)As electronic properties   We present magnetic and tunnel transport properties of
(Ga,Mn)As/(In,Ga)As/(Ga,Mn)As structure before and after adequate annealing
procedure. The conjugate increase of magnetization and tunnel magnetoresistance
obtained after annealing is shown to be associated to the increase of both
exchange energy $\Delta$$_{exch}$ and hole concentration by reduction of the Mn
interstitial atom in the top magnetic electrode. Through a 6x6 band k.p model,
we established general phase diagrams of tunneling magnetoresistance (TMR) and
tunneling anisotropic magnetoresistance (TAMR) \textit{vs.} (Ga,Mn)As Fermi
energy (E$_F$) and spin-splitting parameter (B$_G$). This allows to give a
rough estimation of the exchange energy $\Delta$$_{exch}$=6B$_G$$\simeq$120 meV
and hole concentration p$\simeq1.10^{20}$cm$^{-3}$ of (Ga,Mn)As and beyond
gives the general trend of TMR and TAMR \textit{vs.} the selected hole band
involved in the tunneling transport.
"
706.0114,"A New Template Family For The Detection Of Gravitational Waves From
  Comparable Mass Black Hole Binaries","  In order to improve the phasing of the comparable-mass waveform as we
approach the last stable orbit for a system, various re-summation methods have
been used to improve the standard post-Newtonian waveforms. In this work we
present a new family of templates for the detection of gravitational waves from
the inspiral of two comparable-mass black hole binaries. These new adiabatic
templates are based on re-expressing the derivative of the binding energy and
the gravitational wave flux functions in terms of shifted Chebyshev
polynomials. The Chebyshev polynomials are a useful tool in numerical methods
as they display the fastest convergence of any of the orthogonal polynomials.
In this case they are also particularly useful as they eliminate one of the
features that plagues the post-Newtonian expansion. The Chebyshev binding
energy now has information at all post-Newtonian orders, compared to the
post-Newtonian templates which only have information at full integer orders. In
this work, we compare both the post-Newtonian and Chebyshev templates against a
fiducially exact waveform. This waveform is constructed from a hybrid method of
using the test-mass results combined with the mass dependent parts of the
post-Newtonian expansions for the binding energy and flux functions. Our
results show that the Chebyshev templates achieve extremely high fitting
factors at all PN orders and provide excellent parameter extraction. We also
show that this new template family has a faster Cauchy convergence, gives a
better prediction of the position of the Last Stable Orbit and in general
recovers higher Signal-to-Noise ratios than the post-Newtonian templates.
",gr-qc,Edward K. Porter,polynomials; mass; useful; orbit; family,9,"A New Template Family For The Detection Of Gravitational Waves From
  Comparable Mass Black Hole Binaries   In order to improve the phasing of the comparable-mass waveform as we
approach the last stable orbit for a system, various re-summation methods have
been used to improve the standard post-Newtonian waveforms. In this work we
present a new family of templates for the detection of gravitational waves from
the inspiral of two comparable-mass black hole binaries. These new adiabatic
templates are based on re-expressing the derivative of the binding energy and
the gravitational wave flux functions in terms of shifted Chebyshev
polynomials. The Chebyshev polynomials are a useful tool in numerical methods
as they display the fastest convergence of any of the orthogonal polynomials.
In this case they are also particularly useful as they eliminate one of the
features that plagues the post-Newtonian expansion. The Chebyshev binding
energy now has information at all post-Newtonian orders, compared to the
post-Newtonian templates which only have information at full integer orders. In
this work, we compare both the post-Newtonian and Chebyshev templates against a
fiducially exact waveform. This waveform is constructed from a hybrid method of
using the test-mass results combined with the mass dependent parts of the
post-Newtonian expansions for the binding energy and flux functions. Our
results show that the Chebyshev templates achieve extremely high fitting
factors at all PN orders and provide excellent parameter extraction. We also
show that this new template family has a faster Cauchy convergence, gives a
better prediction of the position of the Last Stable Orbit and in general
recovers higher Signal-to-Noise ratios than the post-Newtonian templates.
"
706.0129,Energy-minimizing two black holes initial data,"  An attempt to construct the ``ground state'' vacuum initial data for the
gravitational field surrounding two black holes is presented. The ground state
is defined as the gravitational initial data minimizing the ADM mass within the
class of data for which the masses of the holes and their distance are fixed.
To parameterize different geometric arrangements of the two holes (and,
therefore, their distance) we use an appropriately chosen scale factor. A
method for analyzing the variations of the ADM mass and the masses (areas) of
the horizons in terms of gravitational degrees of freedom is proposed. The
Misner initial data are analyzed in this context: it is shown that they do not
minimize the ADM mass.
",gr-qc,Jacek Jezierski; Jerzy Kijowski; Szymon Leski,holes; gravitational; initial; data; mass,9,"Energy-minimizing two black holes initial data   An attempt to construct the ``ground state'' vacuum initial data for the
gravitational field surrounding two black holes is presented. The ground state
is defined as the gravitational initial data minimizing the ADM mass within the
class of data for which the masses of the holes and their distance are fixed.
To parameterize different geometric arrangements of the two holes (and,
therefore, their distance) we use an appropriately chosen scale factor. A
method for analyzing the variations of the ADM mass and the masses (areas) of
the horizons in terms of gravitational degrees of freedom is proposed. The
Misner initial data are analyzed in this context: it is shown that they do not
minimize the ADM mass.
"
706.0132,Magnification relations for Kerr lensing and testing Cosmic Censorship,"  A Kerr black hole with mass parameter m and angular momentum parameter a
acting as a gravitational lens gives rise to two images in the weak field
limit. We study the corresponding magnification relations, namely the signed
and absolute magnification sums and the centroid up to post-Newtonian order. We
show that there are post-Newtonian corrections to the total absolute
magnification and centroid proportional to a/m, which is in contrast to the
spherically symmetric case where such corrections vanish. Hence we also propose
a new set of lensing observables for the two images involving these
corrections, which should allow measuring a/m with gravitational lensing. In
fact, the resolution capabilities needed to observe this for the Galactic black
hole should in principle be accessible to current and near-future
instrumentation. Since a/m >1 indicates a naked singularity, a most interesting
application would be a test of the Cosmic Censorship conjecture. The technique
used to derive the image properties is based on the degeneracy of the Kerr lens
and a suitably displaced Schwarzschild lens at post-Newtonian order. A simple
physical explanation for this degeneracy is also given.
",gr-qc; astro-ph,M. C. Werner; A. O. Petters,corrections; images; gravitational; black; hole,9,"Magnification relations for Kerr lensing and testing Cosmic Censorship   A Kerr black hole with mass parameter m and angular momentum parameter a
acting as a gravitational lens gives rise to two images in the weak field
limit. We study the corresponding magnification relations, namely the signed
and absolute magnification sums and the centroid up to post-Newtonian order. We
show that there are post-Newtonian corrections to the total absolute
magnification and centroid proportional to a/m, which is in contrast to the
spherically symmetric case where such corrections vanish. Hence we also propose
a new set of lensing observables for the two images involving these
corrections, which should allow measuring a/m with gravitational lensing. In
fact, the resolution capabilities needed to observe this for the Galactic black
hole should in principle be accessible to current and near-future
instrumentation. Since a/m >1 indicates a naked singularity, a most interesting
application would be a test of the Cosmic Censorship conjecture. The technique
used to derive the image properties is based on the degeneracy of the Kerr lens
and a suitably displaced Schwarzschild lens at post-Newtonian order. A simple
physical explanation for this degeneracy is also given.
"
706.0162,"Holographic spectral functions and diffusion constants for fundamental
  matter","  The holographic dual of large-Nc super-Yang-Mills coupled to a small number
of flavours of fundamental matter, Nf << Nc, is described by Nf probe D7-branes
in the gravitational background of Nc black D3-branes. This system undergoes a
first order phase transition characterised by the `melting' of the mesons. We
study the high temperature phase in which the D7-branes extend through the
black hole horizon. In this phase, we compute the spectral function for vector,
scalar and pseudoscalar modes on the D7-brane probe. We also compute the
diffusion constant for the flavour currents.
",hep-th,Robert C. Myers; Andrei O. Starinets; and Rowan M. Thomson,probe; phase; compute; black; horizon,9,"Holographic spectral functions and diffusion constants for fundamental
  matter   The holographic dual of large-Nc super-Yang-Mills coupled to a small number
of flavours of fundamental matter, Nf << Nc, is described by Nf probe D7-branes
in the gravitational background of Nc black D3-branes. This system undergoes a
first order phase transition characterised by the `melting' of the mesons. We
study the high temperature phase in which the D7-branes extend through the
black hole horizon. In this phase, we compute the spectral function for vector,
scalar and pseudoscalar modes on the D7-brane probe. We also compute the
diffusion constant for the flavour currents.
"
706.0188,"Cascade of Gregory-Laflamme Transitions and U(1) Breakdown in Super
  Yang-Mills","  In this paper we consider black p-branes on square torus. We find an
indication of a cascade of Gregory-Laflamme transitions between black p-brane
and (p-1)-brane. Through AdS/CFT correspondence, these transitions are related
to the breakdown of the U(1) symmetry in super Yang-Mills on torus. We argue a
relationship between the cascade and recent Monte-Carlo data.
",hep-th; gr-qc,Masanori Hanada and Tatsuma Nishioka,brane; transitions; black; square; argue,9,"Cascade of Gregory-Laflamme Transitions and U(1) Breakdown in Super
  Yang-Mills   In this paper we consider black p-branes on square torus. We find an
indication of a cascade of Gregory-Laflamme transitions between black p-brane
and (p-1)-brane. Through AdS/CFT correspondence, these transitions are related
to the breakdown of the U(1) symmetry in super Yang-Mills on torus. We argue a
relationship between the cascade and recent Monte-Carlo data.
"
706.0199,Approximate Killing Vectors on S^2,"  We present a new method for computing the best approximation to a Killing
vector on closed 2-surfaces that are topologically S^2. When solutions of
Killing's equation do not exist, this method is shown to yield results superior
to those produced by existing methods. In addition, this method appears to
provide a new tool for studying the horizon geometry of distorted black holes.
",gr-qc,Gregory B. Cook and Bernard F. Whiting,method; new; horizon; surfaces; existing,9,"Approximate Killing Vectors on S^2   We present a new method for computing the best approximation to a Killing
vector on closed 2-surfaces that are topologically S^2. When solutions of
Killing's equation do not exist, this method is shown to yield results superior
to those produced by existing methods. In addition, this method appears to
provide a new tool for studying the horizon geometry of distorted black holes.
"
706.025,"Comment on ""Enhanced transmission through periodic arrays of
  subwavelength holes: the role of localized waveguide resonances""","  Comment on ""Enhanced transmission through periodic arrays of subwavelength
holes: the role of localized waveguide resonances"" [Phys.Rev.Lett. 96, 233901
(2006)]
",physics.optics,Cheng-ping Huang and Yong-yuan Zhu,transmission; phys; enhanced; 2006; periodic,9,"Comment on ""Enhanced transmission through periodic arrays of
  subwavelength holes: the role of localized waveguide resonances""   Comment on ""Enhanced transmission through periodic arrays of subwavelength
holes: the role of localized waveguide resonances"" [Phys.Rev.Lett. 96, 233901
(2006)]
"
706.026,"Charged Axially Symmetric Solution and Energy in Teleparallel Theory
  Equivalent to General Relativity","  An exact charged solution with axial symmetry is obtained in the teleparallel
equivalent of general relativity (TEGR). The associated metric has the
structure function $G(\xi)=1-{\xi}^2-2mA{\xi}^3-q^2A^2{\xi}^4$. The fourth
order nature of the structure function can make calculations cumbersome. Using
a coordinate transformation we get a tetrad whose metric has the structure
function in a factorisable form $(1-{\xi}^2)(1+r_{+}A\xi)(1+r_{-}A\xi)$ with
$r_{\pm}$ as the horizons of Reissner-Nordstr$\ddot{o}$m space-time. This new
form has the advantage that its roots are now trivial to write down. Then, we
study the singularities of this space-time. Using another coordinate
transformation, we obtain a tetrad field. Its associated metric yields the
Reissner-Nordstr$\ddot{o}$m black hole. In Calculating the energy content of
this tetrad field using the gravitational energy-momentum, we find that the
resulting form depends on the radial coordinate! Using the regularized
expression of the gravitational energy-momentum in the teleparallel equivalent
of general relativity we get a consistent value for the energy.
",gr-qc,Gamal Gergess Lamee Nashed,metric; energy; form; transformation; relativity,9,"Charged Axially Symmetric Solution and Energy in Teleparallel Theory
  Equivalent to General Relativity   An exact charged solution with axial symmetry is obtained in the teleparallel
equivalent of general relativity (TEGR). The associated metric has the
structure function $G(\xi)=1-{\xi}^2-2mA{\xi}^3-q^2A^2{\xi}^4$. The fourth
order nature of the structure function can make calculations cumbersome. Using
a coordinate transformation we get a tetrad whose metric has the structure
function in a factorisable form $(1-{\xi}^2)(1+r_{+}A\xi)(1+r_{-}A\xi)$ with
$r_{\pm}$ as the horizons of Reissner-Nordstr$\ddot{o}$m space-time. This new
form has the advantage that its roots are now trivial to write down. Then, we
study the singularities of this space-time. Using another coordinate
transformation, we obtain a tetrad field. Its associated metric yields the
Reissner-Nordstr$\ddot{o}$m black hole. In Calculating the energy content of
this tetrad field using the gravitational energy-momentum, we find that the
resulting form depends on the radial coordinate! Using the regularized
expression of the gravitational energy-momentum in the teleparallel equivalent
of general relativity we get a consistent value for the energy.
"
706.0263,Black hole mass and angular momentum in topologically massive gravity,"  We extend the Abbott-Deser-Tekin approach to the computation of the Killing
charge for a solution of topologically massive gravity (TMG) linearized around
an arbitrary background. This is then applied to evaluate the mass and angular
momentum of black hole solutions of TMG with non-constant curvature
asymptotics. The resulting values, together with the appropriate black hole
entropy, fit nicely into the first law of black hole thermodynamics.
",gr-qc; hep-th,Adel Bouchareb and Gerard Clement,black; hole; computation; appropriate; curvature,9,"Black hole mass and angular momentum in topologically massive gravity   We extend the Abbott-Deser-Tekin approach to the computation of the Killing
charge for a solution of topologically massive gravity (TMG) linearized around
an arbitrary background. This is then applied to evaluate the mass and angular
momentum of black hole solutions of TMG with non-constant curvature
asymptotics. The resulting values, together with the appropriate black hole
entropy, fit nicely into the first law of black hole thermodynamics.
"
706.0288,Bumpy black holes from spontaneous Lorentz violation,"  We consider black holes in Lorentz violating theories of massive gravity. We
argue that in these theories black hole solutions are no longer universal and
exhibit a large number of hairs. If they exist, these hairs probe the
singularity inside the black hole providing a window into quantum gravity. The
existence of these hairs can be tested by future gravitational wave
observatories. We generically expect that the effects we discuss will be larger
for the more massive black holes. In the simplest models the strength of the
hairs is controlled by the same parameter that sets the mass of the graviton
(tensor modes). Then the upper limit on this mass coming from the inferred
gravitational radiation emitted by binary pulsars implies that hairs are likely
to be suppressed for almost the entire mass range of the super-massive black
holes in the centers of galaxies.
",hep-th; astro-ph; gr-qc; hep-ph,Sergei Dubovsky; Peter Tinyakov; Matias Zaldarriaga,black; holes; massive; mass; theories,9,"Bumpy black holes from spontaneous Lorentz violation   We consider black holes in Lorentz violating theories of massive gravity. We
argue that in these theories black hole solutions are no longer universal and
exhibit a large number of hairs. If they exist, these hairs probe the
singularity inside the black hole providing a window into quantum gravity. The
existence of these hairs can be tested by future gravitational wave
observatories. We generically expect that the effects we discuss will be larger
for the more massive black holes. In the simplest models the strength of the
hairs is controlled by the same parameter that sets the mass of the graviton
(tensor modes). Then the upper limit on this mass coming from the inferred
gravitational radiation emitted by binary pulsars implies that hairs are likely
to be suppressed for almost the entire mass range of the super-massive black
holes in the centers of galaxies.
"
706.0313,"Quasi-periodic oscillations, charge and the gravitomagnetic theory","  A new model for the explanation of the high frequency quasi-periodic
oscillations (QPOs) in pulsars, black holes and white dwarfs is presented.
Three circular tori are assumed to be present around the star: an inner torus
with charge $Q_i$, an outer torus with charge $Q_o$ and a torus with
electrically neutral mass $m_m$ in the middle, whereas the star bears a charge
$Q_s$ ($Q_o$ and $Q_s$ have the same sign, $Q_i$ the opposite one). The
frequency $\nu_m$ of the mass current is approximately given by the Kepler
frequency, whereas the frequencies of $Q_i$ and $Q_o$, $\nu_i$ and $\nu_o$,
respectively, are calculated from classical mechanics and Coulomb's law.
  For the explanation of the low frequency QPOs in pulsars and black holes a
special interpretation of the gravitomagnetic theory may be essential. From the
latter theory four new gravitomagnetic precession frequencies are deduced,
which may be identified with the observed low frequency QPOs.
  Predictions of the presented model are compared with observed high frequency
and low frequency QPOs of the pulsars SAX J1808.4--3658, XTE J1807--294, IGR
J00291+5934, SGR 1806--20 and the black hole XTE J1550--564. In addition,
charge flow near the pole of pulsars may explain frequency drift of burst
oscillations. Moreover, charge flow at the equator of SAX J1808.4--3658 may be
the cause of the enigmatic 410 kHz QPO. Furthermore, the Lense-Thirring
frequency is discussed and a modified formula is compared with data of the
pulsars.
  Contrary to pulsars and black holes, the low frequency QPOs of white dwarfs
might be attributed to electromagnetic precession frequencies, deduced in this
work. Predictions are compared with data of the dwarf nova VW Hyi.
",physics.gen-ph,Jacob Biemond,frequency; charge; black; frequencies; holes,9,"Quasi-periodic oscillations, charge and the gravitomagnetic theory   A new model for the explanation of the high frequency quasi-periodic
oscillations (QPOs) in pulsars, black holes and white dwarfs is presented.
Three circular tori are assumed to be present around the star: an inner torus
with charge $Q_i$, an outer torus with charge $Q_o$ and a torus with
electrically neutral mass $m_m$ in the middle, whereas the star bears a charge
$Q_s$ ($Q_o$ and $Q_s$ have the same sign, $Q_i$ the opposite one). The
frequency $\nu_m$ of the mass current is approximately given by the Kepler
frequency, whereas the frequencies of $Q_i$ and $Q_o$, $\nu_i$ and $\nu_o$,
respectively, are calculated from classical mechanics and Coulomb's law.
  For the explanation of the low frequency QPOs in pulsars and black holes a
special interpretation of the gravitomagnetic theory may be essential. From the
latter theory four new gravitomagnetic precession frequencies are deduced,
which may be identified with the observed low frequency QPOs.
  Predictions of the presented model are compared with observed high frequency
and low frequency QPOs of the pulsars SAX J1808.4--3658, XTE J1807--294, IGR
J00291+5934, SGR 1806--20 and the black hole XTE J1550--564. In addition,
charge flow near the pole of pulsars may explain frequency drift of burst
oscillations. Moreover, charge flow at the equator of SAX J1808.4--3658 may be
the cause of the enigmatic 410 kHz QPO. Furthermore, the Lense-Thirring
frequency is discussed and a modified formula is compared with data of the
pulsars.
  Contrary to pulsars and black holes, the low frequency QPOs of white dwarfs
might be attributed to electromagnetic precession frequencies, deduced in this
work. Predictions are compared with data of the dwarf nova VW Hyi.
"
706.0317,Are We Alone in the Multiverse?,"  It has long been proposed that black hole singularities bounce to deliver
daughter universes. Here the consequences of such a scenario are explored in
light of Lee Smolin's hypothesis of Cosmological Natural Selection and Weak
Anthropic Principle. The explorations lead towards the answer to the question
Are We Alone in the Multiverse?
",physics.gen-ph,Pushkar Ganesh Vaidya,selection; scenario; question; principle; natural,9,"Are We Alone in the Multiverse?   It has long been proposed that black hole singularities bounce to deliver
daughter universes. Here the consequences of such a scenario are explored in
light of Lee Smolin's hypothesis of Cosmological Natural Selection and Weak
Anthropic Principle. The explorations lead towards the answer to the question
Are We Alone in the Multiverse?
"
706.0364,Entropy of Reissner-Nordstrom Black Holes with Minimal Length Revisited,"  Based on the generalized uncertainty principle, we study the entropy of a
four-dimensional black hole by counting degrees of freedom near the horizon and
obtain the (finite) entropy proportional to the surface area at the horizon
without a cutoff introduced in the conventional brick-wall method.
",gr-qc,Myungseok Yoon; Jihye Ha; and Wontae Kim,horizon; entropy; conventional; area; degrees,9,"Entropy of Reissner-Nordstrom Black Holes with Minimal Length Revisited   Based on the generalized uncertainty principle, we study the entropy of a
four-dimensional black hole by counting degrees of freedom near the horizon and
obtain the (finite) entropy proportional to the surface area at the horizon
without a cutoff introduced in the conventional brick-wall method.
"
