id,title,abstract,categories,authors,keywords,topic
705.1299,Ultracold Rydberg Atoms in a Ioffe-Pritchard Trap,"  We discuss the properties of ultracold Rydberg atoms in a Ioffe-Pritchard
magnetic field configuration. The derived two-body Hamiltonian unveils how the
large size of Rydberg atoms affects their coupling to the inhomogeneous
magnetic field. The properties of the compound electronic and center of mass
quantum states are thoroughly analyzed. We find very tight confinement of the
center of mass motion in two dimensions to be achievable while barely changing
the electronic structure compared to the field free case. This paves the way
for generating a one-dimensional ultracold quantum Rydberg gas.
",physics.atom-ph,Bernd Hezel; Igor Lesanovsky; Peter Schmelcher,center; electronic; atoms; field; magnetic,8
705.13,Domino Tiling Congruence Modulo 4,"  The number of domino tilings of a region with reflective symmetry across a
line is combinatorially shown to depend on the number of domino tilings of
particular subregions, modulo 4. This expands upon previous congruency results
for domino tilings, modulo 2, and leads to a variety of corollaries, including
that the number of domino tilings of a k x 2k rectangle is congruent to 1 mod
4.
",math.CO,Bridget Eileen Tenner,number; depend; variety; leads; symmetry,0
705.1301,Massive gravity and structure formation,"  We study the growth of cosmological perturbations in the model of
Lorentz-violating massive gravity. The Friedman equation in this model acquires
an unconventional term due to the Lorentz-breaking condensates which has the
equation of state w = -1 / (3 gamma) with gamma being a free parameter taking
values outside of the range [0,1/3]. Apart from the standard contributions, the
perturbations above the Friedmann background contain an extra piece which is
proportional to an arbitrary function theta(x) of the space coordinates. This
function appears as an integration constant and corresponds to a
non-propagating scalar mode which may, however, become dynamical with the
account of the higher-derivative corrections. For -1 < gamma < 0 and gamma = 1
the ``anomalous'' perturbations grow slower than the standard ones and thus the
model is compatible with observations. Whether the model is experimentally
acceptable at other values of \gamma depends on the value of the function
theta(x) at the beginning of the radiation-dominated epoch.
",astro-ph; gr-qc; hep-th,Michael V. Bebronne; Peter G. Tinyakov,gamma; perturbations; theta; model; function,6
705.1302,"Financial Valuation of Mortality Risk via the Instantaneous Sharpe
  Ratio: Applications to Pricing Pure Endowments","  We develop a theory for pricing non-diversifiable mortality risk in an
incomplete market. We do this by assuming that the company issuing a
mortality-contingent claim requires compensation for this risk in the form of a
pre-specified instantaneous Sharpe ratio. We prove that our ensuing valuation
formula satisfies a number of desirable properties. For example, we show that
it is subadditive in the number of contracts sold. A key result is that if the
hazard rate is stochastic, then the risk-adjusted survival probability is
greater than the physical survival probability, even as the number of contracts
approaches infinity.
",q-fin.PR; math.AP; math.OC,Moshe A. Milevsky; S. David Promislow; Virginia R. Young,number; probability; requires; stochastic; approaches,0
705.1303,"Interplay of size and Landau quantizations in the de Haas-van Alphen
  oscillations of metallic nanowires","  We examine the interplay between size quantization and Landau quantization in
the De Haas-Van Alphen oscillations of clean, metallic nanowires in a
longitudinal magnetic field for `hard' boundary conditions, i.e. those of an
infinite round well, as opposed to the `soft' parabolically confined boundary
conditions previously treated in Alexandrov and Kabanov (Phys. Rev. Lett. {\bf
95}, 076601 (2005) (AK)). We find that there exist {\em two} fundamental
frequencies as opposed to the one found in bulk systems and the three
frequencies found by AK with soft boundary counditions. In addition, we find
that the additional `magic resonances' of AK may be also observed in the
infinite well case, though they are now damped. We also compare the numerically
generated energy spectrum of the infinite well potential with that of our
analytic approximation, and compare calculations of the oscillatory portions of
the thermodynamic quantities for both models.
",cond-mat.mes-hall,A. S. Alexandrov; V. V. Kabanov; and I. O. Thomas,infinite; boundary; soft; frequencies; compare,8
705.1304,E(11) and the Embedding Tensor,"  We show how, using different decompositions of E(11), one can calculate the
representations under the duality group of the so--called ""de-form"" potentials.
Evidence is presented that these potentials are in one-to-one correspondence to
the embedding tensors that classify the gaugings of all maximal gauged
supergravities. We supply the computer program underlying our calculations.
",hep-th,E. Bergshoeff; I. De Baetselier; T. Nutma,potentials; representations; 11; underlying; calculate,4
705.1305,Analysis of a power grid using the Kuramoto-like model,"  We show that there is a link between the Kuramoto paradigm and another system
of synchronized oscillators, namely an electrical power distribution grid of
generators and consumers. The purpose of this work is to show both the formal
analogy and some practical consequences. The mapping can be made quantitative,
and under some necessary approximations a class of Kuramoto-like models, those
with bimodal distribution of the frequencies, is most appropriate for the
power-grid. In fact in the power-grid there are two kinds of oscillators: the
'sources' delivering power to the 'consumers'.
",nlin.CD; physics.soc-ph,Giovanni Filatrella; Arne Hejde Nielsen and Niels Falsig Pedersen,power; distribution; frequencies; appropriate; necessary,7
705.1306,Observational Constraints on Interstellar Grain Alignment,"  We present new multicolor photo-polarimetry of stars behind the Southern
Coalsack. Analyzed together with multiband polarization data from the
literature, probing the Chamaeleon I, Musca, rho Opiuchus, R CrA and Taurus
clouds, we show that the wavelength of maximum polarization (lambda_max) is
linearly correlated with the radiation environment of the grains. Using
Far-Infrared emission data, we show that the large scatter seen in previous
studies of lambda_max as a function of A_V is primarily due to line of sight
effects causing some A_V measurements to not be a good tracer of the extinction
(radiation field strength) seen by the grains being probed. The derived slopes
in lambda_max vs. A_V, for the individual clouds, are consistent with a common
value, while the zero intercepts scale with the average values of the ratios of
total-to-selective extinction (R_V) for the individual clouds. Within each
cloud we do not find direct correlations between lambda_max and R_V. The
positive slope in consistent with recent developments in theory and indicating
alignment driven by the radiation field. The present data cannot conclusively
differentiate between direct radiative torques and alignment driven by H_2
formation. However, the small values of lambda_max(A_V=0), seen in several
clouds, suggest a role for the latter, at least at the cloud surfaces. The
scatter in the lambda_max vs. A_V relation is found to be associated with the
characteristics of the embedded Young Stellar Objects (YSO) in the clouds. We
propose that this is partially due to locally increased plasma damping of the
grain rotation caused by X-rays from the YSOs.
",astro-ph,B-G Andersson; S.B. Potter,seen; radiation; cloud; individual; driven,1
705.1307,"Controlling posture using a plantar pressure-based, tongue-placed
  tactile biofeedback system","  The present paper introduces an original biofeedback system for improving
human balance control, whose underlying principle consists in providing
additional sensory information related to foot sole pressure distribution to
the user through a tongue-placed tactile output device. To assess the effect of
this biofeedback system on postural control during quiet standing, ten young
healthy adults were asked to stand as immobile as possible with their eyes
closed in two conditions of No-biofeedback and Biofeedback. Centre of foot
pressure (CoP) displacements were recorded using a force platform. Results
showed reduced CoP displacements in the Biofeedback relative to the
No-biofeedback condition. The present findings evidenced the ability of the
central nervous system to efficiently integrate an artificial plantar-based,
tongue-placed tactile biofeedback for controlling control posture during quiet
standing.
",physics.med-ph; q-bio.NC,"Nicolas Vuillerme (TIMC - IMAG); Olivier Chenu (TIMC - IMAG); Jacques
  Demongeot (TIMC - IMAG); Yohan Payan (TIMC - IMAG)",control; pressure; present; young; original,0
705.1308,Quantify Entanglement for Multipartite Quantum States,"  In this paper, we consider the problem of how to quantify entanglement for
any multipartite quantum states. For bipartite pure states partial entropy is a
good entanglement measure. By using partial entropy, we firstly introduce the
Combinatorial Entropy of Fully entangled states (CEF) which can be used to
quantify entanglement for any fully entangled pure states. In order to quantify
entanglement for any multipartite states we also need another concept the
Entanglement Combination (EC) which can be used to completely describe the
entanglement between any parties of the given quantum states. Combining CEF
with EC, we define the Combinatorial Entropy (CE) for any multipartite pure
states and present some nice properties which indicate CE is a good
entanglement measure. Finally, we point out the feasibility of extending these
three concepts to mixed quantum states.
",quant-ph,Zongwen Yu; Su Hu; and Chunlei Zhang,entanglement; states; entropy; pure; partial,3
705.1309,Robust Multi-Cellular Developmental Design,"  This paper introduces a continuous model for Multi-cellular Developmental
Design. The cells are fixed on a 2D grid and exchange ""chemicals"" with their
neighbors during the growth process. The quantity of chemicals that a cell
produces, as well as the differentiation value of the cell in the phenotype,
are controlled by a Neural Network (the genotype) that takes as inputs the
chemicals produced by the neighboring cells at the previous time step. In the
proposed model, the number of iterations of the growth process is not
pre-determined, but emerges during evolution: only organisms for which the
growth process stabilizes give a phenotype (the stable state), others are
declared nonviable. The optimization of the controller is done using the NEAT
algorithm, that optimizes both the topology and the weights of the Neural
Networks. Though each cell only receives local information from its neighbors,
the experimental results of the proposed approach on the 'flags' problems (the
phenotype must match a given 2D pattern) are almost as good as those of a
direct regression approach using the same model with global information.
Moreover, the resulting multi-cellular organisms exhibit almost perfect
self-healing characteristics.
",cs.AI,Alexandre Devert (INRIA Futurs); Nicolas Bred\`eche (INRIA Futurs); Marc Schoenauer (INRIA Futurs),growth; process; 2d; multi; information,0
705.131,A General Fredholm Theory II: Implicit Function Theorems,"  This is the revised version of the second paper in a series introducing a
generalized Fredholm theory in a new class of smooth spaces called polyfolds.
The theory will be illustrated in upcoming papers by applications to Floer
Theory, Gromov-Witten Theory and Symplectic Field Theory.
  Some proofs have been improved and a glossary added.
",math.FA; math.DG; math.SG,Helmut Hofer; Kris Wysocki; Eduard Zehnder,theory; smooth; version; spaces; series,5
705.1311,"Galaxy clustering constraints on deviations from Newtonian gravity at
  cosmological scales II: Perturbative and numerical analyses of power spectrum
  and bispectrum","  We explore observational constraints on possible deviations from Newtonian
gravity by means of large-scale clustering of galaxies. We measure the power
spectrum and the bispectrum of Sloan Digital Sky Survey galaxies and compare
the result with predictions in an empirical model of modified gravity. Our
model assumes an additional Yukawa-like term with two parameters that
characterize the amplitude and the length scale of the modified gravity. The
model predictions are calculated using two methods; the second-order
perturbation theory and direct N-body simulations. These methods allow us to
study non-linear evolution of large-scale structure. Using the simulation
results, we find that perturbation theory provides reliable estimates for the
power spectrum and the bispectrum in the modified Newtonian model. We also
construct mock galaxy catalogues from the simulations, and derive constraints
on the amplitude and the length scale of deviations from Newtonian gravity. The
resulting constraints from power spectrum are consistent with those obtained in
our earlier work, indicating the validity of the previous empirical modeling of
gravitational nonlinearity in the modified Newtonian model. If linear biasing
is adopted, the bispectrum of the SDSS galaxies yields constraints very similar
to those from the power spectrum. If we allow for the nonlinear biasing
instead, we find that the ratio of the quadratic to linear biasing
coefficients, b_2/b_1, should satisfy -0.4 < b_2/b_1<0.3 in the modified
Newtonian model.
",astro-ph; gr-qc; hep-th,"Akihito Shirata; Yasushi Suto; Chiaki Hikage; Tetsuya Shiromizu; Naoki
  Yoshida",modified; gravity; constraints; power; spectrum,6
705.1312,Tidal Dynamics in Cosmological Spacetimes,"  We study the relative motion of nearby free test particles in cosmological
spacetimes, such as the FLRW and LTB models. In particular, the influence of
spatial inhomogeneities on local tidal accelerations is investigated. The
implications of our results for the dynamics of the solar system are briefly
discussed. That is, on the basis of the models studied in this paper, we
estimate the tidal influence of the cosmic gravitational field on the orbit of
the Earth around the Sun and show that the corresponding temporal rate of
variation of the astronomical unit is negligibly small.
",gr-qc; astro-ph,Bahram Mashhoon; Nader Mobed; Dinesh Singh,influence; models; unit; variation; nearby,8
705.1313,"Study of $^{64}$Ni+$^{132}$Sn Fusion with Density Constrained TDHF
  Formalism","  We study fusion reactions of the $^{64}$Ni+$^{132}$Sn system using the
recently introduced density constrained time-dependent Hartree-Fock formalism.
In this formalism the fusion barriers are directly obtained from TDHF dynamics.
In addition, we incorporate the entrance channel alignment of the deformed
(oblate) $^{64}$Ni nucleus due to dynamical Coulomb excitation. We discuss the
influence of particle transfer and other dynamical effects on the fusion cross
sections. Calculated cross sections are in very good agreement with data and
other calculations.
",nucl-th,A.S. Umar and V.E. Oberacker,sections; formalism; cross; dynamical; sn,6
705.1314,VO: A Strongly Correlated Metal Close to a Mott- Hubbard Transition,"  Here we present experimental and computational evidences to support that
rock-salt cubic VO is a strongly correlated metal with Non-Fermi-Liquid
thermodynamics and an unusually strong spin-lattice coupling. An unexpected
change of sign of metallic thermopower with composition is tentatively ascribed
to the presence of a pseudogap in the density of states. These properties are
discussed as signatures of the proximity to a magnetic quantum phase
transition. The results are summarized in a new electronic phase diagram for
the 3d monoxides, which resembles that of other strongly correlated systems.
The structural and electronic simplicity of 3d monoxides make them ideal
candidates to progress in the understanding of highly correlated electron
systems.
",cond-mat.str-el; cond-mat.supr-con,"F. Rivadulla; J. Fernandez-Rossier; M. Garcia-Hernandez; M. A.
  Lopez-Quintela; J. Rivas; J. B. Goodenough",correlated; electronic; strongly; phase; systems,2
705.1315,Multi-year search for a diffuse flux of muon neutrinos with AMANDA-II,"  A search for TeV - PeV muon neutrinos from unresolved sources was performed
on AMANDA-II data collected between 2000 and 2003 with an equivalent livetime
of 807 days. This diffuse analysis sought to find an extraterrestrial neutrino
flux from sources with non-thermal components. The signal is expected to have a
harder spectrum than the atmospheric muon and neutrino backgrounds. Since no
excess of events was seen in the data over the expected background, an upper
limit of E^{2}\Phi_{90% C.L.} < 7.4 x 10^{-8} GeV cm^{-2} s^{-1} sr^{-1} is
placed on the diffuse flux of muon neutrinos with a \Phi \propto E^{-2}
spectrum in the energy range 16 TeV to 2.5 PeV. This is currently the most
sensitive \Phi \propto E^{-2} diffuse astrophysical neutrino limit. We also set
upper limits for astrophysical and prompt neutrino models, all of which have
spectra different than \Phi \propto E^{-2}.
",astro-ph,IceCube Collaboration: A. Achterberg; et al,neutrino; phi; neutrinos; tev; upper,6
705.1316,Novikov algebras and Novikov structures on Lie algebras,"  We study ideals of Novikov algebras and Novikov structures on
finite-dimensional Lie algebras. We present the first example of a three-step
nilpotent Lie algebra which does not admit a Novikov structure. On the other
hand we show that any free three-step nilpotent Lie algebra admits a Novikov
structure. We study the existence question also for Lie algebras of triangular
matrices. Finally we show that there are families of Lie algebras of arbitrary
high solvability class which admit Novikov structures.
",math.RA,Dietrich Burde; Karel Dekimpe; Kim Vercammen,lie; algebras; step; algebra; structures,4
705.1317,"Cosmic microwave background dipole, peculiar velocity and Hubble flow","  Two types of cosmology are discussed and their implications for the observed
cmb (cosmic microwave background radiation) dipole are described. Theorems
useful for understanding the cause for a cmb dipole are presented. Since the
present peculiar velocity of the solar system relative to the GA (Great
Attracter) cannot explain the observed cmb dipole, the author presents the
possibility of Hubble flow of the GA as a cause in one case and a further
peculiar velocity of the GA in the other case.
",astro-ph,Yukio Tomozawa,dipole; velocity; observed; case; useful,1
705.1318,Supersymmetry and Nuclear Pairing,"  We show that nuclear pairing Hamiltonian exhibits supersymmetry in the
strong-coupling limit. The underlying supersymmetric quantum mechanical
structure explains the degeneracies between the energies of the N and Nmax-N+1
pair eigenstates. The supersymmetry transformations connecting these states are
given.
",nucl-th,A.B. Balantekin (Wisconsin U.; Madison) and Y. Pehlivan (Wisconsin U.; Madison),mechanical; exhibits; supersymmetric; underlying; pair,3
705.1319,Low-lying magnetic loops in the solar internetwork,"  The aim of this work is to study the structure of the magnetic field vector
in the internetwork and search for the presence of small-scale loops. We invert
1.56 micron spectropolarimetric observations of internetwork regions at disc
centre by applying the SIR code. This allows us to recover the atmospheric
parameters that play a role in the formation of these spectral lines. We are
mainly interested in the structure of the magnetic field vector. We find that
many opposite polarity elements of the internetwork are connected by short
(2-6''), low-lying (photospheric) loops. These loops connect at least the 10-20
% of the internetwork flux visible in our data. Also we have some evidence that
points towards a dynamic scenario which can be produced by the emergence of
internetwork magnetic flux.
",astro-ph,M. J. Martinez Gonzalez; M. Collados; B. Ruiz Cobo; S. K. Solanki,magnetic; flux; vector; structure; field,8
705.132,Finite-size scaling of directed percolation in the steady state,"  Recently, considerable progress has been made in understanding finite-size
scaling in equilibrium systems. Here, we study finite-size scaling in
non-equilibrium systems at the instance of directed percolation (DP), which has
become the paradigm of non-equilibrium phase transitions into absorbing states,
above, at and below the upper critical dimension. We investigate the
finite-size scaling behavior of DP analytically and numerically by considering
its steady state generated by a homogeneous constant external source on a
d-dimensional hypercube of finite edge length L with periodic boundary
conditions near the bulk critical point. In particular, we study the order
parameter and its higher moments using renormalized field theory. We derive
finite-size scaling forms of the moments in a one-loop calculation. Moreover,
we introduce and calculate a ratio of the order parameter moments that plays a
similar role in the analysis of finite size scaling in absorbing nonequilibrium
processes as the famous Binder cumulant in equilibrium systems and that, in
particular, provides a new signature of the DP universality class. To
complement our analytical work, we perform Monte Carlo simulations which
confirm our analytical results.
",cond-mat.stat-mech,Hans-Karl Janssen; Sven Lubeck; Olaf Stenull,scaling; finite; size; equilibrium; systems,2
705.1321,Mutant knots with symmetry,"  Mutant knots, in the sense of Conway, are known to share the same Homfly
polynomial. Their 2-string satellites also share the same Homfly polynomial,
but in general their m-string satellites can have different Homfly polynomials
for m>2. We show that, under conditions of extra symmetry on the constituent
2-tangles, the directed m-string satellites of mutants share the same Homfly
polynomial for m<6 in general, and for all choices of m when the satellite is
based on a cable knot pattern.
  We give examples of mutants with extra symmetry whose Homfly polynomials of
some 6-string satellites are different, by comparing their quantum sl(3)
invariants.
",math.GT,H. R. Morton,string; polynomial; polynomials; extra; symmetry,5
705.1322,"Algebraic approach to multiple defects on the line and application to
  Casimir force","  An algebraic framework for quantization in presence of arbitrary number of
point-like defects on the line is developed. We consider a scalar field which
interacts with the defects and freely propagates away of them. As an
application we compute the Casimir force both at zero and finite temperature.
We derive also the charge density in the Gibbs state of a complex scalar field
with defects. The example of two delta-defects is treated in detail.
",hep-th; cond-mat.other; math-ph; math.MP,M. Mintchev and E. Ragoucy,scalar; field; algebraic; force; delta,8
705.1323,"The Stellar Population And Origin Of The Mysterious High-Latitude Star
  Forming Cloud CG 12","  The mysterious high galactic latitude cometary globule CG12 has been observed
with the ACIS detector on board the Chandra X-ray Observatory. We detect 128
X-ray sources; half are likely young stars formed within the globule's head.
This new population of >50 T-Tauri stars and one new embedded protostar is far
larger than the previously reported few intermediate-mass and two protostellar
members of the cloud. Most of the newly discovered stars have masses 0.2-0.7Mo,
and 9-15% have K-band excesses from inner protoplanetary disks. X-ray
properties provide an independent distance estimate consistent with CG12's
unusual location >200pc above the Galactic plane. The star formation efficiency
in CG12 appears to be 15-35%, far above that seen in other triggered molecular
globules. The median photometric age found for the T-Tauri population is ~4Myr
with a large spread of <1-20Myr and ongoing star formation in the molecular
cores. The stellar age and spatial distributions are inconsistent with a simple
radiation driven implosion (RDI) model, and suggest either that CG12 is an
atypically large shocked globule, or it has been subject to several distinct
episodes of triggering and ablation. We report a previously unnoticed group of
B-type stars northwest of CG12 which may be the remnants of an OB association
which produced multiple supernova explosions that could have shocked and
ablated the cloud over a 15-30Myr period. HD120958 (B3e), the most luminous
member of the group, may be currently driving an RDI shock into the CG12 cloud.
",astro-ph,"Konstantin Getman (1); Eric Feigelson (1); Warrick Lawson (2); Patrick
  Broos (1); Gordon Garmire (1) ((1) PSU; (2) UNSW/ADFA)",cloud; stars; 15; ray; age,1
705.1324,Bright-Dark Soliton Complexes in Spinor Bose-Einstein Condensates,"  We present bright-dark vector solitons in quasi-one-dimensional spinor (F=1)
Bose-Einstein condensates. Using a multiscale expansion technique, we reduce
the corresponding nonintegrable system of three coupled Gross-Pitaevskii
equations (GPEs) to a completely integrable Yajima-Oikawa system. In this way,
we obtain approximate solutions for small-amplitude vector solitons of
dark-dark-bright and bright-bright-dark types, in terms of the $m_{F}=+1,-1,0$
spinor components, respectively. By means of numerical simulations of the full
GPE system, we demonstrate that these states indeed feature soliton properties,
i.e., they propagate undistorted and undergo quasi-elastic collisions. It is
also shown that, in the presence of a parabolic trap of strength $\omega $, the
bright component(s) is (are) guided by the dark one(s), and, as a result, the
small-amplitude vector soliton as a whole performs harmonic oscillations of
frequency $\omega/ \sqrt{2}$ in the shallow soliton limit. We investigate
numerically deviations from this prediction, as the depth of the solitons is
increased, as well as when the strength of the spin-dependent interaction is
modified.
",cond-mat.other,"H.E. Nistazakis; D.J. Frantzeskakis; P.G. Kevrekidis; B.A. Malomed; R.
  Carretero-Gonzalez",dark; vector; omega; strength; quasi,6
705.1325,Planetary embryos and planetesimals residing in thin debris disks,"  We consider constraints on the planetesimal population residing in the disks
of AU Microscopii, Beta Pictoris and Fomalhaut taking into account their
observed thicknesses and normal disk opacities. We estimate that bodies of
radius 5, 180 and 70 km are responsible for initiating the collisional cascade
accounting for the dust production for AU-Mic, Beta-Pic and Fomalhaut's disks,
respectively, at break radii from the star where their surface brightness
profiles change slope. Larger bodies, of radius 1000km and with surface density
of order 0.01 g/cm^2, are required to explain the thickness of these disks
assuming that they are heated by gravitational stirring. A comparison between
the densities of the two sizes suggests the size distribution in the largest
bodies is flatter than that observed in the Kuiper belt. AU Mic's disk requires
the shallowest size distribution for bodies with radius greater than 10km
suggesting that the disk contains planetary embryos experiencing a stage of
runaway growth.
",astro-ph,"Alice C. Quillen (Rochester); Alessandro Morbidelli (Nice); Alex Moore
  (Rochester)",disks; au; disk; radius; beta,1
705.1326,Lepton Flavour Violation in Unparticle Physics,"  Recently H. Georgi has introduced an unparticle $\unpart$ in order to
describe the low energy physics of a nontrivial scale invariant sector of an
effective theory. In this work we have explored the phenomenology of an
unparticle using the lepton flavour violating decay $\mu^{-}\to e^{-} e^{+}
e^{-}$, and found that the branching ratio of this decay is strongly dependent
on the scaling dimension.
",hep-ph,T. M. Aliev; A. S. Cornell and Naveen Gaur,decay; mu; scaling; introduced; invariant,6
705.1327,Cooper-pair propagation and superconducting correlations in graphene,"  We investigate the Cooper-pair propagation and the proximity effect in
graphene under conditions in which the distance L between superconducting
electrodes is much larger than the width W of the contacts. In the case of
undoped graphene, supercurrents may exist with a spatial decay proportional to
W^2/L^3. This changes upon doping into a 1/L^2 behavior, opening the
possibility to observe a supercurrent over length scales above 1 micron at
suitable doping levels. We also show that there is in general a crossover
temperature T ~ v_F/k_B L that marks the onset of the strong decay of the
supercurrent, and that corresponds to the scale below which the Cooper pairs
are not disrupted by thermal effects during their propagation.
",cond-mat.mes-hall; cond-mat.supr-con,J. Gonzalez and E. Perfetto,graphene; propagation; decay; superconducting; levels,2
705.1328,"Metal contacts in carbon nanotube field effect transistors: Beyond the
  Schottky barrier paradigm","  The observed performances of carbon nanotube field effect transistors are
examined using first-principles quantum transport calculations. We focus on the
nature and role of the electrical contact of Au and Pd electrodes to open-ended
semiconducting nanotubes, allowing the chemical contact at the surface to fully
develop through large-scale relaxation of the contacting atomic configuration.
We present the first direct numerical evidence of Pd contacts exhibiting
perfect transparency for hole injection as opposed to that of Au contacts.
Their respective Schottky barrier heights, on the other hand, turn out to be
fairly similar for realistic contact models. These findings are in general
agreement with experimental data reported to date, and show that a Schottky
contact is not merely a passive ohmic contact but actively influences the
device I-V behavior.
",cond-mat.mes-hall; cond-mat.mtrl-sci,J. J. Palacios; P. Tarakeshwar; Dae M. Kim,au; relaxation; configuration; chemical; reported,3
705.1329,Third Order Newton's Method for Zernike Polynomial Zeros,"  The Zernike radial polynomials are a system of orthogonal polynomials over
the unit interval with weight x. They are used as basis functions in optics to
expand fields over the cross section of circular pupils. To calculate the roots
of Zernike polynomials, we optimize the generic iterative numerical Newton's
Method that iterates on zeros of functions with third order convergence. The
technique is based on rewriting the polynomials as Gauss Hypergeometric
Functions, reduction of second order derivatives to first order derivatives,
and evaluation of some ratios of derivatives by terminating continued
fractions.
  A PARI program and a short table of zeros complete up to polynomials of 40th
order are included.
",math.NA; cs.NA,Richard J. Mathar,polynomials; order; functions; unit; generic,4
705.133,The soft-energy region in the radiative decay of bound states,"  The orthopositronium decay to three photons is studied in the phase-space
region where one of the photons has an energy comparable to the relative
three-momentum of the e+e- system (w ~ m alpha). The NRQED computation in this
regime shows that the dominant contribution arises from distances ~
1/(mw)^(1/2), which allows to treat the Coulomb interaction perturbatively. The
small-photon energy expansion of the 1-loop decay spectrum from full QED yields
the same result as the effective theory. By doing the threshold expansion of
the 1-loop QED amplitude we confirm that the leading term arises from a
loop-momentum region where q^0 ~ q^2/m ~ w. This corresponds to a new
non-relativistic loop-momentum region, which has to be taken into account for
the description of a non-relativistic particle-antiparticle system that decays
through soft photon emission.
",hep-ph,Pedro D. Ruiz-Femenia,loop; momentum; region; photons; photon,6
705.1331,"X-ray emissions from two-temperature accretion flows within a dipole
  magnetic funnel","  We investigate the hydrodynamics of accretion channelled by a dipolar
magnetic field (funnel flows). We consider situations in which the electrons
and ions in the flow cannot maintain thermal equilibrium (two-temperature
effects) due to strong radiative loss, and determine the effects on the keV
X-ray properties of the systems. We apply this model to investigate the
accretion shocks of white dwarfs in magnetic cataclysmic variables. We have
found that the incorporation of two-temperature effects could harden the keV
X-rays. Also, the dipolar model yields harder X-ray spectra than the standard
planar model if white dwarf is sufficiently massive (>~1M_sun). When fitting
observed keV X-ray spectra of magnetic cataclysmic variables, the inclusion of
two-temperature hydrodynamics and a dipolar accretion geometry lowers estimates
for white-dwarf masses when compared with masses inferred from models excluding
these effects. We find mass reductions <~9% in the most massive cases.
",astro-ph,"Curtis J. Saxton (1); Kinwah Wu (1; 2); Joao. B. G. Canalle (3); Mark
  Cropper (1) and Gavin Ramsay (1; 4) ((1) Mullard Space Science Lab; University
  College London; (2) Department of Physics; National Tsing Hua University; (3)
  State University of Rio de Janeiro; (4) Armagh Observatory)",white; kev; accretion; effects; ray,8
705.1332,"The Constraints Determining Forms of Entropy and Inducing Equilibrium
  Distributions","  The ideas of the constraint-based statistics are introduced. The axiom and
six theorems of the constraint-based statistics are established.
",cond-mat.stat-mech,Xiangjun Feng,constraint; statistics; based; established; introduced,0
705.1333,Global Solutions to the Ultra-Relativistic Euler Equations,"  We prove a global existence theorem for the $3\times 3$ system of
relativistic Euler equations in one spacial dimension. It is shown that in the
ultra-relativistic limit, there is a family of equations of state that satisfy
the second law of thermodynamics for which solutions exist globally. With this
limit and equation of state, which includes equations of state for both an
ideal gas and one dominated by radiation, the relativistic Euler equations can
be analyzed by a Nishida-type method leading to a large data existence theorem,
including the entropy and particle number evolution, using a Glimm scheme. Our
analysis uses the fact that the equations of state are of the form $p=p(n,S)$,
but whose form simplifies to $p=a^{2}\rho$ when viewed as a function of $\rho$
alone.
",math.AP,Brian D. Wissman,equations; relativistic; state; rho; theorem,5
705.1334,Effective theories of gauge-Higgs unification models in warped spacetime,"  We derive four-dimensional (4D) effective theories of the gauge-Higgs
unification models in the warped spacetime. The effective action can be
expressed in a simple form by neglecting subleading corrections to the wave
functions. We have shown in our previous works that some Higgs couplings to the
other fields are suppressed by factors that depend on $\bar{\theta}_H$ from the
values in the standard model. Here $\bar{\theta}_H$ is the Wilson line phase
along the fifth dimension, which characterizes the electroweak symmetry
breaking. The effective action derived here explicitly shows a nonlinear
structure of the Higgs sector, which clarifies the origins of those suppression
factors.
",hep-ph; hep-th,Yutaka Sakamura,higgs; theta; effective; factors; bar,6
705.1335,Invertibility of the Gabor frame operator on the Wiener amalgam space,"  We use a generalization of Wiener's $1/f$ theorem to prove that for a Gabor
frame with the generator in the Wiener amalgam space $W(L^{\infty},
\ell^{1}_{\nu})(\mathbb{R}^{d})$, the corresponding frame operator is
invertible on this space. Therefore, for such a Gabor frame, the generator of
the canonical dual belongs also to $W(L^{\infty},
\ell^{1}_{\nu})(\mathbb{R}^{d}) $
",math.FA; math.CA,Ilya A. Krishtal; Kasso A. Okoudjou,frame; mathbb; nu; infty; space,4
